x_0^0.0 x_0^7.0
-0.287405 1.906573
-0.552259 0.623831
-0.897208 1.707123
-0.178679 -1.342567
-0.926966 1.653226
-0.948464 1.528668
-0.618152 -1.648502
-0.587297 2.011625
0.091872 -1.345878
-0.134556 -1.404924
-0.393170 1.673261
0.966609 -0.110681
0.211396 -1.261635
0.196875 -1.313699
-0.585357 -1.449478
0.004671 -1.321975
-0.002522 1.659380
-0.830282 1.164131
-0.485658 2.048298
-0.030582 0.297446
0.070133 1.745516
0.010419 0.272934
-0.513212 0.457776
-0.328986 -1.450348
-0.976619 -1.255789
-0.126107 -1.390055
0.183509 -1.231474
-0.359221 -1.453542
-0.070285 -1.346741
-0.380559 1.940072
0.953849 0.684801
-0.150445 -1.395555
0.182641 1.554691
-0.441736 -1.368267
-0.881088 1.566797
-0.858409 1.207043
-0.848520 -1.664251
0.867911 -2.190235
-0.137229 0.199351
0.689642 -0.261743
0.405808 1.425776
-0.894617 3.198137
-0.974124 -1.306442
-0.205397 1.772920
0.112629 0.058842
0.049414 0.059144
-0.837474 -1.526710
0.433052 1.548454
0.617572 -0.134383
0.963792 -3.318206
0.663752 -1.558140
-0.901333 1.533472
0.192106 -1.205275
0.297404 1.538130
0.748872 -0.131695
0.688549 -0.278235
0.461967 1.357148
-0.176985 0.233278
-0.306524 -1.418286
-0.546928 -1.388821
0.127705 -1.333064
-0.734368 -1.567175
-0.211477 -1.222919
0.357947 -0.224235
-0.753550 2.328574
0.582613 -1.393076
0.214688 1.528370
0.599782 -0.113743
0.564702 1.532445
-0.768465 2.352165
0.268061 -1.328260
-0.528529 0.449249
-0.824835 1.226348
0.998123 0.131846
0.187751 -0.098795
-0.708630 1.950803
-0.883676 -1.521793
-0.744577 2.546881
-0.787117 2.580088
0.690226 1.441579
-0.558300 1.988130
0.886684 -0.102340
0.435963 -0.255515
0.192483 -0.044165
0.756379 -1.721517
-0.471742 0.575261
-0.478494 -1.627947
0.733600 -1.742691
0.251662 0.032184
0.275176 -0.130734
-0.576712 -1.615170
0.522634 1.363660
0.864344 -0.063734
0.540843 -0.191133
-0.139452 1.870929
0.489406 1.270447
0.345362 1.411452
-0.626331 0.857498
0.502901 1.294189
-0.551858 -1.494429
0.743237 -0.162089
0.207240 -1.401303
0.565680 -1.468757
-0.935430 1.624148
0.090948 1.878581
-0.242997 -1.527056
0.831888 -0.118484
-0.268975 0.360652
-0.069422 -1.447156
0.575218 -0.378830
0.993881 0.096885
-0.465811 -1.608915
0.718273 -1.561581
0.637314 1.389227
-0.352625 -1.557627
-0.357324 1.879344
0.122753 1.755927
0.256557 -1.403088
0.272290 -0.113921
0.646763 1.340912
0.763832 -1.753818
0.610314 -0.390212
0.099440 1.592266
-0.349894 0.372804
0.033092 -1.071324
-0.789997 2.670009
-0.111010 -1.434073
-0.756584 -1.704962
-0.702936 1.011179
-0.241866 0.411257
-0.663911 -1.566881
0.882592 -2.493775
-0.996021 4.204489
-0.990291 2.026084
-0.928990 1.659586
0.648923 -0.115334
-0.001657 1.685681
-0.508450 -1.609039
0.035616 0.199858
0.886535 -0.132974
-0.306698 0.216670
0.231952 -1.444410
0.394879 -1.380644
0.792343 -0.129148
0.658964 -0.291460
0.014407 -1.445141
-0.918321 3.226471
0.676330 1.266687
0.655551 -0.210678
-0.907049 -1.591864
-0.424967 -1.478246
0.315086 1.559958
-0.826559 1.071710
-0.206967 1.876540
-0.423632 2.050011
-0.410924 1.855926
0.137894 1.583033
-0.029398 -0.013721
-0.124605 1.778523
-0.575780 2.062469
-0.405577 -1.342695
-0.086511 -1.342346
0.886617 0.833446
0.950930 0.074397
0.911513 -0.212864
0.942927 0.030493
0.089431 -1.409129
0.748821 -1.527812
0.320547 -1.413336
0.709433 -0.223288
-0.080756 -1.263639
0.062914 1.609617
0.458552 -1.371139
-0.023933 0.119919
-0.465997 0.571777
-0.042804 0.111805
0.987541 0.403422
0.543437 1.318090
-0.680062 2.442687
0.514004 1.486914
-0.665049 2.400790
-0.105377 1.652046
0.002330 0.129979
0.392779 -1.503810
-0.867122 2.891002
-0.875449 3.043025
0.791519 -0.346597
-0.670712 0.889955
-0.970498 1.840055
0.767148 -1.643360
-0.878637 3.102808
0.486520 1.625294
0.204313 -1.346916
0.244944 1.611485
0.226766 0.078596
-0.038972 -1.531698
-0.860560 -1.544411
0.839632 1.222170
0.058897 1.590242
-0.796435 2.558939
0.982597 0.383366
-0.681589 -1.565984
-0.148868 -1.325724
0.630433 -1.527291
0.182861 1.498245
-0.350249 0.389189
-0.974276 1.913468
-0.717932 1.080781
0.988690 0.330403
-0.396413 -1.404044
-0.929335 1.748255
0.027939 -0.060284
0.868307 -2.189032
-0.545268 -1.481837
0.518140 -0.195610
0.521911 -1.529126
0.945782 0.654551
-0.505341 1.975432
0.220437 -1.318194
0.879838 1.054735
-0.858192 2.979683
-0.394380 0.435316
0.746130 1.350662
-0.118822 -1.430510
-0.133558 0.337522
-0.237608 -1.514110
-0.091201 1.759966
0.389045 -0.118049
0.831704 1.083063
-0.999228 2.020341
0.192519 1.602797
-0.361830 -1.438594
0.835195 -0.186509
0.128290 0.031699
-0.847227 -1.449056
-0.942183 1.732779
0.211561 -1.357246
0.251386 -1.250037
0.748436 -0.272191
-0.623207 2.037676
0.056847 1.793473
-0.945300 3.484251
-0.000101 1.889737
-0.099743 1.757010
-0.698513 2.432503
-0.308123 0.242792
-0.629631 0.836664
0.053117 1.642250
0.240875 -0.102031
-0.866332 1.445793
0.831837 -1.919002
0.552385 -1.270378
-0.771833 1.069585
-0.132081 0.181330
0.704144 -1.618653
0.900925 -2.530258
-0.107819 0.243626
0.957362 -3.250042
-0.954950 3.611595
-0.712380 -1.629682
-0.536077 -1.517226
-0.365043 0.372464
-0.378861 -1.326373
0.434066 -0.240161
0.578537 -0.286029
0.852876 -2.190987
0.303874 -1.309600
0.445456 -1.320241
-0.734888 2.335245
-0.499995 -1.570645
-0.887962 1.506742
-0.696578 2.237143
0.745026 -0.215230
0.364229 -0.048434
0.061285 0.191530
-0.718832 0.999265
0.130192 -1.443572
0.339541 -0.115429
-0.516559 -1.544019
-0.733701 2.331209
-0.854213 1.225410
-0.135634 0.302084
-0.457318 2.179050
0.744347 -1.718463
0.597730 -0.149571
0.126322 -0.084929
-0.697355 2.125416
-0.973942 3.980796
-0.536609 2.028930
-0.820028 1.086469
0.887995 -2.599309
-0.805917 -1.533825
-0.795285 1.045345
-0.202090 0.264220
-0.964091 -1.311061
0.199804 -0.089733
0.186145 -0.022297
0.611927 -1.539339
0.647426 1.429362
0.558600 -0.205513
-0.074563 1.727745
-0.100257 -1.212772
0.825504 -1.964988
-0.828074 -1.695912
0.313645 1.624931
0.234195 -1.306779
-0.673851 0.761004
0.947171 -0.146102
0.911288 -2.806466
0.135552 -1.259555
0.350879 1.593605
-0.908670 -1.350762
-0.039113 0.283420
-0.146031 -1.545601
-0.826735 1.209612
0.222109 -1.437698
-0.148231 1.687051
0.457937 -1.352707
-0.780758 -1.680893
0.770148 -1.648894
-0.568744 1.987856
0.515882 -1.452856
0.910332 -0.136242
-0.461348 -1.505307
-0.222972 0.327142
0.831923 1.028529
0.830870 -1.976195
-0.258245 -1.291622
0.828691 -2.029708
0.933108 0.558411
0.594791 -1.469396
0.360567 -1.363293
-0.377760 0.480933
-0.695707 1.049777
-0.835530 1.399791
-0.764101 -1.611762
0.779355 -0.097360
0.728137 -0.293374
0.313583 -0.283889
0.959258 0.028196
0.374136 -0.071214
0.511528 -0.118854
0.427887 -1.438888
-0.671241 0.933762
-0.666894 0.903943
0.866077 -2.302071
0.902284 -2.619047
0.904222 -2.507056
0.120005 -1.331280
-0.740847 0.901322
0.019489 0.102657
-0.974260 -1.194170
0.615102 -0.312508
0.163250 1.584708
-0.614938 -1.600532
0.552643 -0.412543
-0.180533 0.438967
0.305307 -1.267667
-0.254470 0.445536
0.534819 -1.318859
-0.702175 -1.506718
-0.746060 2.443804
0.330774 1.507604
-0.954055 -1.423762
0.119341 -1.296523
-0.018645 1.712874
0.738806 1.509835
-0.511737 0.696724
-0.536131 0.707480
-0.101934 1.787107
0.820515 -1.966164
0.821114 -2.082294
0.031917 0.243638
-0.217662 0.256094
0.023921 1.803160
-0.629490 0.747327
0.929772 -0.138618
0.012623 0.243643
-0.778078 -1.630451
-0.855389 -1.703821
0.796938 -0.330665
0.560094 -0.120861
-0.825533 -1.527687
0.910055 0.923892
0.601234 -1.419353
-0.690322 0.767444
0.465562 1.537036
-0.323335 1.767892
0.747620 -1.729161
0.451849 -1.283031
0.007440 1.718320
-0.306877 0.514360
0.930006 0.723576
0.923757 0.648978
-0.981295 1.932329
-0.426206 0.331137
-0.498997 -1.538486
0.177091 -1.067619
0.760198 1.191185
-0.243033 -1.439456
0.042789 0.213953
0.911418 0.910212
-0.748208 2.151839
0.137327 -1.408920
0.292960 -0.352083
-0.164451 0.204599
0.695274 -1.536557
-0.579411 0.750517
0.612432 1.544316
0.005831 1.703858
-0.607076 2.139388
-0.484227 0.552359
-0.221825 0.354063
-0.160924 -1.299661
-0.421639 0.400938
0.110698 -0.043871
-0.958240 -1.391387
0.509174 1.336793
-0.234331 -1.504653
0.468830 -0.340147
-0.884609 3.100214
-0.889738 3.094484
0.974776 -3.088379
-0.559275 0.655681
-0.969672 -1.376490
-0.294340 1.753702
0.505513 1.515157
0.700851 1.419767
0.658258 -1.591367
0.180581 1.796398
0.809722 -0.225975
0.300695 -0.015058
0.094436 -1.485292
-0.321992 -1.561509
0.450257 -1.407125
-0.228417 1.886192
-0.927925 1.732316
-0.679117 2.290432
-0.862353 1.195474
0.215783 1.570955
0.110684 -1.344515
-0.089836 -1.377041
-0.600326 0.614773
-0.908014 3.382197
0.196757 0.006853
0.337054 0.102898
-0.433966 1.851131
-0.268642 1.764667
-0.546582 -1.365726
-0.440903 -1.448969
0.439751 1.538848
0.012953 0.206662
-0.523675 0.642139
-0.836360 2.872803
-0.721086 2.278238
-0.917680 -1.436238
0.796349 -0.113402
0.778464 -1.783206
-0.473191 0.360346
-0.485267 0.750468
0.275237 -0.247313
0.888271 -2.435345
-0.894573 -1.539928
0.904566 0.867152
-0.851326 -1.580668
0.976980 -3.199132
0.026826 1.698740
-0.495125 2.092017
0.901872 0.118657
-0.660331 0.894690
-0.421265 0.506900
-0.753630 0.958186
-0.803999 1.392549
0.394282 -0.125938
0.405277 -0.364499
0.232505 1.431086
-0.340514 1.925532
-0.127922 -1.357164
-0.569387 0.702957
-0.362491 0.601368
-0.483592 0.518853
-0.122882 0.239214
-0.237208 0.513580
0.826755 -0.192633
-0.255066 -1.542166
0.478909 -1.328677
-0.532991 -1.543137
-0.526060 0.662464
-0.258082 1.975329
0.238660 1.678969
0.411959 -1.217494
0.467138 1.626993
0.315497 -1.395557
0.868429 -0.178699
-0.730091 -1.660460
0.475838 -1.582518
-0.764257 1.110923
-0.916234 1.678534
-0.809431 1.192319
0.193703 -1.484498
0.544100 -0.150774
-0.365705 -1.567153
0.670800 1.350158
-0.523187 0.727262
0.355567 1.556688
-0.517009 -1.408112
-0.293367 1.889504
-0.135228 0.138948
-0.016743 1.762521
0.153748 0.098694
0.441060 1.560827
0.302119 1.553776
-0.126784 1.737456
-0.621835 -1.341238
0.210467 1.462393
-0.729934 2.236994
-0.941969 3.474497
0.346282 -1.364662
-0.855426 -1.539233
-0.006340 1.709085
0.621005 1.242895
-0.897641 -1.527930
0.289167 -1.257465
0.907048 -2.402186
0.008351 -1.396113
-0.074402 0.075113
-0.402109 0.581069
-0.860389 2.775779
-0.064916 1.795141
0.897033 -2.657018
0.078785 -0.156209
0.428280 1.524422
-0.899033 -1.524340
-0.722338 0.993404
0.883248 -2.349916
0.566471 -0.186894
-0.033906 0.266454
0.809197 -0.080591
0.189518 -1.376967
-0.732386 1.010474
-0.568619 0.597138
0.597664 -1.372595
0.359754 -0.265023
-0.848653 1.211101
-0.572555 0.736148
-0.148617 0.421658
-0.960781 -1.350683
0.453031 -1.361003
0.136053 -0.010574
0.418711 -1.447722
0.618055 -1.388230
0.012296 -1.405421
0.851527 -2.158506
-0.192748 1.826705
0.790550 -2.073742
-0.886062 1.444685
0.335194 1.544442
-0.834951 1.345907
0.823802 1.107349
0.834531 1.125929
-0.075831 1.853046
-0.434360 -1.389679
-0.412917 1.854264
-0.309268 1.913089
0.626471 1.265087
-0.137363 1.748617
0.395213 1.637678
0.590298 -1.468542
-0.032338 -1.430790
0.365864 -0.260950
0.283660 1.620294
0.354448 -0.206097
-0.550080 -1.614561
0.639882 -1.495189
-0.539934 0.729090
-0.589750 -1.430942
-0.857357 -1.550997
0.837084 -0.186537
0.366340 -1.328745
-0.355691 1.866349
0.144391 -0.198990
0.151344 -0.096782
-0.962585 1.724647
0.864116 -2.191524
0.439178 -0.185517
-0.785440 -1.592216
0.257218 -0.183689
0.830971 -0.086941
-0.984169 -1.195479
-0.442765 0.637987
0.389352 1.438012
0.408492 -1.488446
-0.972672 1.952858
0.615590 -0.266227
-0.300545 0.385626
0.013302 -1.415095
-0.762272 1.228599
-0.808492 1.098055
-0.511871 -1.361011
0.259547 0.043770
0.037536 1.704115
-0.242042 -1.415418
0.417818 -0.097977
0.456487 -0.314429
-0.095994 -1.479331
0.551362 -0.251882
-0.956058 -1.560349
-0.551516 0.962990
0.341128 -0.105603
0.003698 0.217452
-0.249954 -1.471783
0.179278 -0.058868
0.054718 1.697569
0.740970 -1.679448
-0.961294 3.772681
0.317535 -0.036497
0.401255 -1.300202
0.110987 0.140996
0.444348 -1.399825
0.298205 -0.379416
-0.005191 0.046579
-0.997760 4.183401
-0.788885 -1.553533
-0.785662 1.112810
0.764576 -1.898135
0.576981 1.424848
0.318361 1.601644
0.136555 0.034468
0.726300 -0.145100
-0.534567 -1.486203
-0.561689 -1.567654
-0.357526 -1.608263
0.264002 1.639352
-0.045590 1.686882
-0.025139 1.662075
-0.394063 -1.486477
0.814179 1.100059
0.752429 -0.152403
0.459476 -0.093433
0.626009 -1.529968
-0.497179 -1.431374
0.024732 1.659189
-0.730442 2.200519
-0.131760 0.205529
0.506317 -0.239900
-0.434521 -1.355619
-0.113349 -1.289295
-0.454176 0.643680
-0.309509 0.303329
-0.789326 1.103511
-0.273730 1.876130
-0.214202 0.368094
-0.572262 2.003822
-0.105761 1.736861
0.948101 -0.131862
-0.794431 -1.522807
-0.599557 2.007423
0.110963 1.566875
0.594803 1.402311
0.167579 0.022123
0.669525 -0.199107
-0.026104 -1.368569
-0.090466 0.049720
-0.614961 2.104909
0.320194 1.605246
-0.459939 0.450399
0.746845 -0.186442
0.319206 1.404853
0.592706 1.468404
-0.372782 1.885924
0.618491 1.558924
-0.361209 1.946703
-0.435931 1.864373
-0.044283 -1.464709
-0.894822 3.205927
-0.095379 1.767032
0.167412 -1.415526
-0.876685 2.992977
-0.882779 3.009685
0.597809 -1.383275
0.618874 -1.402191
-0.342846 1.974841
0.801535 -0.124415
-0.372792 -1.318255
0.167627 1.454221
-0.814056 -1.713265
-0.230659 1.877226
-0.467957 1.876744
-0.507196 1.873140
-0.363310 0.401678
0.758403 -0.132318
0.738190 -0.220530
-0.958160 1.504469
0.284161 -0.048365
0.845609 -0.208164
0.431612 1.358128
-0.862083 2.808505
-0.532380 0.517317
0.890091 -2.318072
-0.119896 1.650276
0.779916 -0.223835
-0.161866 -1.503875
0.014117 -1.313176
-0.635496 2.114239
-0.283522 1.861508
-0.888834 3.022368
-0.381631 0.469930
0.273175 0.090117
0.596489 -0.187667
0.472923 1.448575
0.680212 1.348808
0.368579 1.603900
0.781486 -0.176309
0.025300 0.063536
0.898004 -0.166472
0.752396 -1.650573
0.751207 -1.707235
0.953063 0.546376
0.621457 -0.155209
-0.364321 1.864817
-0.058299 -1.237104
-0.541731 0.542128
0.447484 -0.159715
0.663131 -0.320394
-0.673884 2.247836
-0.069276 1.691203
0.862962 -0.195327
0.245674 -1.424363
-0.918519 -1.481316
0.309615 1.596655
-0.619737 -1.516663
-0.876955 -1.484795
-0.719476 0.992743
-0.859701 1.182563
-0.761632 2.497224
0.208237 -1.348918
-0.294264 -1.454455
-0.558478 1.928991
-0.068169 0.089239
-0.341812 1.924075
-0.396369 -1.506105
-0.827789 2.763340
-0.418177 1.955935
-0.929817 -1.441167
-0.519678 -1.402028
-0.176717 0.278926
0.477917 -1.188434
-0.278967 0.458844
0.885260 -0.112445
-0.541251 2.001056
-0.003751 -1.454065
0.846159 -2.052645
0.538178 -1.344513
0.391720 -0.203490
-0.460857 0.531947
-0.901719 3.098882
0.124981 0.203478
0.604762 1.336799
0.143213 -1.351330
-0.469480 -1.534021
0.621527 -1.674369
0.010348 -1.333269
0.967450 -3.101287
-0.283746 1.786238
0.099963 -0.016381
-0.303988 1.705894
-0.000279 1.653423
-0.051807 -1.257704
0.630448 -1.627612
0.410117 -1.357484
-0.990418 -1.157166
-0.148318 -1.462540
-0.888155 3.185409
-0.282005 -1.497608
-0.972760 1.845156
-0.797661 1.132903
0.648124 -0.261054
-0.505476 1.971531
0.442975 -0.305276
0.255699 -0.082031
-0.567052 2.158375
0.718056 -0.147738
-0.801733 -1.737242
0.476632 -1.474594
-0.986897 -1.338061
0.891924 -2.337615
-0.520664 0.665409
0.198855 -1.278110
-0.727852 -1.794066
0.843595 1.151212
-0.174247 1.618675
-0.550036 2.121413
-0.491145 2.060946
0.137846 0.080148
-0.368764 1.749579
-0.055032 1.659256
-0.419293 -1.403553
-0.110805 1.623812
0.640693 1.377218
0.081393 0.077742
0.240955 0.042855
0.370121 1.429817
-0.762969 -1.659970
0.661615 -1.428424
-0.481615 0.715931
0.485457 1.485294
0.063203 -0.089971
-0.976868 -1.251645
0.272207 -0.079689
0.919644 -0.172290
-0.160581 -1.427927
-0.724914 -1.560756
0.900142 0.836961
0.562389 -1.432554
0.112390 0.195601
0.419417 -1.340187
0.586002 1.512747
0.679578 -0.127097
-0.887051 1.739648
0.277606 1.669252
0.443749 1.393792
-0.779868 -1.588334
-0.099679 1.649003
-0.650959 -1.558155
0.448249 -0.414231
0.635815 -0.311087
0.535786 -0.319277
0.994637 -3.661315
-0.861396 1.371774
0.639850 1.485703
0.155420 0.113816
0.669380 -0.222722
0.738172 -1.701959
0.441495 -1.397502
0.501062 -1.365146
-0.679914 -1.774819
0.556087 -0.175443
-0.832404 -1.524772
-0.279404 1.795809
0.519722 -1.440526
0.318285 -0.111509
0.418421 -0.193485
0.063107 -1.498462
-0.572794 0.604048
0.421748 1.562436
-0.796039 -1.523867
-0.528594 0.706029
0.241709 -1.475530
0.013882 -1.416047
0.868148 1.182121
-0.986119 2.082369
-0.536970 0.705678
0.269655 1.673689
0.032324 -1.280918
-0.400415 0.647108
0.974710 0.514387
-0.727686 -1.557662
-0.924408 -1.268641
0.484921 -1.294375
-0.265867 -1.403896
0.499200 -1.295180
0.218512 -1.452289
0.707238 -1.474258
-0.316077 -1.459601
-0.927593 3.457880
0.887949 0.953676
0.770110 1.388991
0.391539 1.627215
0.654693 1.620049
0.714682 -0.223358
-0.342984 -1.353710
-0.120958 1.779934
-0.845695 -1.497648
0.251743 1.641103
-0.435408 1.809022
0.122588 -1.402305
-0.751964 1.098958
0.300243 -1.435338
-0.376410 0.308536
0.781277 1.379971
0.140062 -0.039384
0.590821 -0.311225
0.315122 -1.228726
-0.142431 -1.512170
